id,target,s_label,t_label,source
215,"mr.rubio , senator warren .",0,1,"unreal , paul ryan ."
216,vote &quot; not &quot; to run !,0,1,vote &quot; no &quot; for cloture !
217,"obama has been doing a lot of en in this country , for the people who recite that it was as well .",0,1,"obama care has announced a huge jump in premiums this year , for those who thought it was such a good idea ."
218,keep up the good work is a lot of the fact to be une by our president in 2020 .,0,1,raising the debt ceiling is one issue up for a vote by our so-called lawmakers in washington .
219,"remember , this was boehner , who has been going to the democratic party of the country ... you &apos;re going to the electoral college .",0,1,"remember , it was boehner , who denounced the conservative grassroots americans .. you know those christian right wingers ."
220,then we need you to fight !,0,1,we keep letting them get away with it !
221,obama has been going to do with big pharma because he is hastings .,0,1,obama reopened relations with cuba because cuba is communist .
222,"i thank you for standing up to what you &apos;re doing and the way that it will be going to do mainers , as well to vote against elizabeth warren .",0,1,"please consider talking about what you will do and how it will help mainers , while running against emily cain ."
223,we are proud that the democratic party is going to do about this country who will be our voice and our country !,0,1,we demand congress to take action on this administrations attack on our freedoms and constitution !
224,congress should be going to get the president and the dnc .,0,1,congress needs to stand up to the president and holder .
225,the fact of donald trump is not unconstitutional .,0,1,the eo 's by obama are not unconstitutional .
226,barbara mcconnell !,0,1,mitch mcconnell !
227,with the inauguration we have been going to get a lot of rivals to vote against the inauguration that the democratic party is not ?? to succeeding in canada .,0,1,with the executive action we witnessed a unilateral action to overwrite the law which states illegals are not allowed to work in the united states .
228,i &apos;m going to be a woman fan of tn .,0,1,i remember being a youngster living in tn .
229,sorry for the people of minnesota,0,1,prayers for the scott family
230,you don &apos;t want to the inauguration .,0,1,you never mention repeal .
231,"but if you don &apos;t going a great job , senator warren ?",0,1,"im getting kinda sour on obama to be honest ( im left ) , but if you conservatives would nominate a real candidate ( romney ?"
232,you don &apos;t think about senator murray and i am proud that she is for the people for the people .,0,1,you don 't know pete king and i know him he is for the people
233,"pleas , you should be going to get your constituents and the democratic party on this issue .",0,1,"martha , you need to ignore your speaker boehner and the other establishment republicans on this issue ."
234,tulsi gabbard was in the senate .,0,1,rep. gosar was at a town hall monday .
235,please don &apos;t wait as there is going to be a lot of the arr??t for hillary clinton in his own .,0,1,doesn 't seam like there 's a stopping point for obama using his power .
236,tim kaine needs to be ashamed of the same thing as well to lancer .,0,1,tim hiser maybe you should actually read the entire bill before you start throwing stones .
237,beauty was going to when the &quot; under ) has been hastings .,0,1,the tsa was active when the &quot; under wear bomber &quot; made his attempt .
238,happy new year ... trump or hillary clinton 2016 .,0,1,dream team ... trump / cruz 2016
239,"too bad , so much , senator .",0,1,"too little , too late , mr. ryan ."
240,annul your ass .,0,1,up yours traitor .
241,"when does the way and mulligan all of the democrats , we have been voting in pondered , we are going to do for us , we need and alternatives with the democratic party .",0,1,when is congress and especially all the republicans we voted into office going to stand up and do something other than make deals with the obama administration .
242,"sen. gillibrand , senator , i have been going to say that the dnc is in the truth of a sur on this issue about this country in s.1243.",0,1,"sen. paul , sir , i heard today that that the president was considering a compromise on this amendment to s.1243."
243,mahalo ! !,0,1,impeach the enemy ! !
